mine_id,mine_name,State,latitude,longitude,mine_type,resource_extracted,depth(m),accident_date,killed,injured,remarks,temperature,humidity,wind_speed,weather_desc,AQI,CO,NO2,SO2,PM2.5,PM10,Slope_Angle,Groundwater_Level,Seismic_Activity
MINE383,Abandoned coal mine -  Gopinathpur Open Cast Project  ,Jharkhand,23.78025,85.90555555555557,opencast,coal,300,02.02.2022,5,0,The sealed coal mine caved in after a mining equipment fell from a height of 20 feet,27.51,10,overcast clouds,1.68,4,580.79,7.2,5.66,54.77,70.45,19.99911620035707,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE384,Bhiwani mining site,Haryana,28.799,76.1335,opencast,coal,300,02.01.2022,5,2,Over-exploitation of the mine beyond the permissible limit led to the landslide,23.24,10,clear sky,2.81,4,841.14,23.31,5.13,51.0,82.36,3.171948883089653,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE385,SRP-3 mine in Srirampur in Mancherial district,Telangana,18.75,79.25,underground,coal,300,10.11.2021,4,0,Mining roof collapse,29.73,43,overcast clouds,1.28,2,480.65,7.03,2.33,15.48,25.49,1.348677678917681,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE386,Mining site for quartz stone,Rajasthan,27.70958333333333,76.12652777777777,opencast,quartz ,400,11.08.2021,7,0,Stone mine collapsed,23.68,9,clear sky,1.6,3,647.54,15.42,5.84,42.68,73.23,0.9274099368611016,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE387,Central Asset Mine- OCS Tengakhat,Assam,27.38511111111111,95.16630555555557,opencast,petroleum,600,09.07.2021,1,0,"While 04 Work persons were testing/setting the safety relief valve on a portable test bench in an OCS(Oil Collecting Station) of an Oil Mine, the Safety Valve failed and test bench got dislodged (due to air pressure releasing from safety valve) causing fatal injuries to one of the work person while others escaped unhurt.",24.48,37,overcast clouds,0.98,5,727.65,10.45,1.33,83.66,91.51,1.854334168853263,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE388,Rampura Agucha  Mine,Rajasthan,25.84181995,74.75448911983307,metallic,zinc,450,28.06.2021,2,0,Heavy boulder fell on them while engaged in mining activity,23.61,22,clear sky,1.17,3,387.19,7.8,2.68,28.87,52.66,2.770752573411479,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE389,Sonepur Bazari Opencast Project Mine,West Bengal,23.688231,87.223763,opencast,coal,300,23.06.2021,2,0,"While two Work persons were removing the wheel nuts from a tyre mounted on Dumper which was gripped by tyre handler, Rim came out hitting the persons removing the bolts causing fatal injuries to both.",27.59,52,scattered clouds,2.77,5,1241.68,27.76,19.55,108.81,136.22,1.012721812570495,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE390,Kakatiya Khani  coalmine,Hyderabad,18.433594,79.858582,underground,coal,300,07.04.2021,2,0,Due to roof collapse,28.58,46,few clouds,2.86,2,453.95,4.8,1.21,17.44,24.25,0.9274099368611016,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE391,Moonidih Coal Project area ,Jharkhand,23.73888888888889,86.3475,underground,coal,300,24.02.2021,2,0,Due to roof collapse,28.48,10,overcast clouds,0.87,4,647.54,10.54,8.94,58.34,79.64,1.373364975658167,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE392,Mathur quarry  ,Tamil Nadu,13.24053,79.567192,opencast,stone quarry,300,04.02.2021,1,2,"Crushed stones inside a stone quarry, caved in",23.81,83,scattered clouds,1.4,2,327.11,3.9,1.62,18.43,25.83,0.9527319005652067,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE393,Illegal mica mine ,Jharkhand,23.80519444444445,86.49897222222222,metallic,mica,300,23.01.2021,4,2,Mine caved in as Roof Collapsed,27.97,10,overcast clouds,0.17,4,627.52,8.48,7.99,58.97,80.95,24.7380600874929,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE394,Illegal coal mines ,Meghalaya,25.62325,91.8633611111111,opencast,coal,300,21.01.2021,6,0,"Fell into the mine while digging a   tunnel in one of the illegal coal mines after the machine, which they were   using to dig the channel, broke.",16.57,39,clear sky,1.8,5,607.49,4.24,3.55,96.03,110.11,21.75503002744044,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE395,Khudiya Kadan mine ,Jharkhand,23.773738,86.729687,opencast,stone quarry,300,08.12.2020,2,2,Flooding of underground mine,28.4,10,overcast clouds,0.65,5,1001.36,22.62,16.93,81.69,112.2,2.112834618483633,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE396,Srirampur RK 5B underground mine ,Telangana,18.88,79.502222,underground,coal,300,02.09.2020,1,4,Underground mine blast,29.82,43,overcast clouds,0.86,2,500.68,15.25,17.88,17.49,26.85,2.947482510827522,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE397,Kusmunda OC Mine,Chattisgarh,22.255,82.70222222222222,opencast,coal,300,23.07.2020,1,0,Drowning in water,26.47,15,overcast clouds,1.92,4,460.63,6.08,20.27,56.15,61.65,2.207391514122339,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE398,Kurasia Underground Mine,Chattisgarh,23.178488,82.368221,underground,coal,300,23.06.2020,1,0,Explosives,23.49,18,overcast clouds,0.27,4,600.82,6.26,1.13,68.65,73.94,5.35919407518148,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE399,Churcha Mine,Chattisgarh,23.335952,82.519611,opencast,coal,300,29.05.2020,1,0,Transportation machinery (Conveyors),24.3,14,overcast clouds,2.15,4,433.92,3.94,3.61,52.99,57.52,3.434418407889364,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE400,Ananta Opencast Mine,Odisha,20.95338888888889,85.15341666666667,opencast,coal,300,03.05.2020,1,0,Run over by a dumper,24.63,76,clear sky,2.67,3,534.06,6.34,1.82,31.15,39.92,3.834864237634739,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE401,Ramakrishnapur Opencast Project Mine,Telangana,18.903056,79.465833,opencast,coal,300,24.01.2020,1,0,Accident with dumper,29.93,43,overcast clouds,0.86,2,500.68,15.25,17.88,17.49,26.85,2.697155960471982,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE402,Granite Building Stone Quarry Mine,Kerala,9.151027777777777,76.78622222222222,opencast,Granite,300,15.01.2020,2,0,Falling a mass of stone,23.38,98,few clouds,0.26,3,847.82,23.65,7.87,41.39,56.98,2.078395176999502,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE403,Hirakund Bundia Mine,Odisha,21.78183333333333,83.91513888888889,opencast,iron ore,300,14.01.2020,0,1,Blasting,24.87,17,scattered clouds,3.68,4,520.71,3.86,12.28,70.45,78.06,1.362771263725366,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE404,Ravindra Khani No. 6 Incline Mine,Telangana,18.89080555555556,79.50225,opencast,coal,300,16.12.2019,1,0,Haulage Rope,29.77,43,overcast clouds,0.86,2,500.68,15.25,17.88,17.49,26.85,1.349273529529022,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE405,Mungoli Opencast Mine,Maharashtra,20.05,78.95,opencast,coal,300,11.06.2019,1,0,Run over by the grader,30.0,39,few clouds,1.49,4,620.84,8.4,4.11,70.82,80.86,5.974394877157449,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE406,Krishna Sai Granite Mine II,Andhra pradesh,15.56144444444445,79.92666666666668,opencast,Granite,300,19.09.2019,1,0,Fell down in next lower bench,26.68,79,few clouds,1.69,2,277.04,0.71,0.24,18.97,28.0,2.941746952874391,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE407,Bharatpur Opencast Mine,Odisha,20.96611944444444,85.184925,opencast,coal,300,23.07.2019,4,0,Rib failed,24.4,77,clear sky,2.87,3,534.06,6.34,1.82,31.15,39.92,3.414774378126485,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE408,Bhubneshwari Colliery,Odisha,20.96919444444444,85.17644444444444,opencast,coal,300,20.06.2019,1,0,Due to Electricity,24.4,77,clear sky,2.87,3,534.06,6.34,1.82,31.15,39.92,0.9931727496754658,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE409,Dinesh Granite Mine,Karnataka,12.89402777777778,77.76227777777778,opencast,Granite,300,30.05.2019,1,0,Due to Electricity,22.63,72,clear sky,2.47,2,383.85,7.54,6.91,14.73,18.26,3.979816631209909,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE410,Balram Opencast Mine,Odisha,20.95083333333333,85.10052777777777,opencast,coal,300,28.05.2019,1,0,Run over by the loaded coal tipper,24.59,73,few clouds,2.53,3,534.06,6.34,1.82,31.15,39.92,2.103171233860991,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE411,Hutti Gold Mine,Karnataka,16.19694444444444,76.66000000000001,opencast,gold,450,06.05.2019,0,1,Bucket for loading blasted waste rock,28.09,33,few clouds,1.04,4,667.57,22.96,5.48,51.21,63.23,1.338807898266162,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000"
MINE412,Kalane Iron Ore Mine,Goa,15.76805555555556,73.92583333333334,opencast,iron ore,300,24.04.2019,1,0,Falling of the sides of six overlying   benches,25.74,89,broken clouds,1.16,3,407.22,7.11,1.42,39.27,59.71,15.65370608856559,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE413,Kammaturu Iron Ore Mine,Karnataka,15.01105555555556,76.58033333333333,opencast,iron ore,300,13.04.2019,1,0,Lightning,25.25,50,overcast clouds,1.51,3,310.42,3.77,0.58,26.01,36.75,8.111685480213563,No Data,"Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.4, Depth: 87.728km, Time: 2025-04-02 00:22:04.069000 | Mag: 4.3, Depth: 52.02km, Time: 2025-04-02 00:19:27.488000"
MINE414,Balram OCP,Odisha,20.95083333333333,85.10052777777777,opencast,coal,300,14.03.2019,1,0,Run over by grader,24.59,73,few clouds,2.53,3,534.06,6.34,1.82,31.15,39.92,2.103171233860991,No Data,"Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000"
MINE415,Muthurayaswamy Stone Crusher,Tamil Nadu,12.72255555555556,77.92197222222222,opencast,stone quarry,300,13.03.2019,1,1,Blasting,22.72,76,clear sky,2.56,2,360.49,4.41,5.07,16.84,20.61,4.999491819519572,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE416,Gare Palma IV/4 Coal mine,Chattisgarh,22.1419,83.5604861111111,opencast,coal,300,11.02.2019,1,0,Toppling of Tripper,25.88,11,broken clouds,3.48,4,413.9,3.9,25.99,53.94,68.2,6.824036225159549,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE417,Kalipahari Colliery,West Bengal,23.65,87.06666666666666,opencast,coal,300,09.02.2019,1,0,The operator fell down between the   bladeand crawler of the dozer,27.66,39,scattered clouds,2.61,5,1001.36,23.31,11.21,79.99,105.96,2.1123751727227,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE418,Midwest Granite Mine,Andhra pradesh,17.41311111111111,78.43130555555555,opencast,Granite,300,08.02.2019,1,0,Due to Electricity,26.36,57,scattered clouds,3.68,2,420.57,9.0,9.3,13.29,20.33,6.257699880458954,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.7, Depth: 10km, Time: 2025-04-02 10:45:06.095000 | Mag: 4.7, Depth: 11.223km, Time: 2025-04-02 04:35:28.132000"
MINE419,Khottadih Colliery,West Bengal,23.72555555555556,87.23861111111111,opencast,coal,300,04.02.2019,1,0,Run over by the LHD,27.85,48,scattered clouds,2.69,5,1241.68,27.76,19.55,108.81,136.22,2.958543091464265,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE420,Illegal rat-hole coal mine,Meghalaya,25.40002777777778,91.95011111111111,opencast,coal,300,13.12.2018,17,5,The   deep mine was flooded after the miners struck an underground water source,17.53,39,few clouds,1.57,5,534.06,3.17,5.78,87.94,103.42,29.45793042903182,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 4.3, Depth: 341.857km, Time: 2025-04-02 15:45:26.667000"
MINE421,Kumda 7&8 Inclines Mine ,Chattisgarh,23.23647222222222,82.9985,underground,coal,300,23.11.2018,2,1,Due   to Fall of roof,24.09,14,overcast clouds,2.52,4,453.95,17.65,25.99,70.32,80.11,1.370526097537869,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE422,Lingaraj Opencast Project,Odisha,20.96066666666666,85.20072222222223,opencast,coal,300,31.10.2018,1,1,Due   to Electrocution,24.4,77,clear sky,2.87,2,433.92,4.46,1.55,23.73,32.21,3.414733787697019,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE423,Jharia Underground Mine ,Jharkhand,23.73333333333333,86.41666666666667,underground,coal,300,17.10.2018,1,0,Run-over   by LHD.,28.57,10,overcast clouds,0.67,5,921.25,22.28,14.78,76.08,103.85,8.103832257161066,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE424,Dhori Khas Colliery ,Jharkhand,23.78005555555556,86.01344444444445,opencast,coal,300,14.09.2018,1,0,"Due   to Electrocution while shifting of hydraulic bolter machine, belowground.",27.34,10,overcast clouds,1.54,4,580.79,6.94,6.56,54.83,71.92,9.528231042933553,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
MINE425,Kulda OCP ,Odisha,22.03291666666667,83.74975,opencast,coal,300,03.09.2018,1,1,Camper got overturned which   was plying on the coal haul road.,26.74,11,broken clouds,4.22,4,423.91,1.82,11.8,57.56,70.28,3.138571392119257,No Data,"Mag: 5.9, Depth: 36.7km, Time: 2025-04-02 21:03:39.058000 | Mag: 4.3, Depth: 212.165km, Time: 2025-04-02 18:45:04.329000 | Mag: 4.3, Depth: 35.761km, Time: 2025-04-02 18:01:33.433000 | Mag: 5, Depth: 10km, Time: 2025-04-02 16:27:12.271000 | Mag: 6.2, Depth: 25.989km, Time: 2025-04-02 14:03:57.428000"
